ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,id1_dom_result,id2_dom_result,id3_dom_result,id4_dom_result,id5_dom_result,id6_dom_result,id7_dom_result,id8_dom_result,id9_dom_result,id10_dom_result,id11_dom_result,id12_dom_result,id13_dom_result,id14_dom_result,id15_dom_result,id16_dom_result,id17_dom_result,id18_dom_result,id19_dom_result,id20_dom_result,id1_muscd_result,id2_muscd_result,id3_muscd_result,id4_muscd_result,id5_muscd_result,id6_muscd_result,id7_muscd_result,id8_muscd_result,id9_muscd_result,id10_muscd_result,id11_muscd_result,id12_muscd_result,id13_muscd_result,id14_muscd_result,id15_muscd_result,id16_muscd_result,id17_muscd_result,id18_muscd_result,id19_muscd_result,id20_muscd_result,id1_musca_result,id2_musca_result,id3_musca_result,id4_musca_result,id5_musca_result,id6_musca_result,id7_musca_result,id8_musca_result,id9_musca_result,id10_musca_result,id11_musca_result,id12_musca_result,id13_musca_result,id14_musca_result,id15_musca_result,id16_musca_result,id17_musca_result,id18_musca_result,id19_musca_result,id20_musca_result,id,Q1,Q2,Q3,Q4_1,Q5,Q6,Q6_TEXT,Instruction,D1_10000053,D2_CM2017188,D3_10000008,D4_10000125,D5_10000017,D6_10000130,D7_CM2017160,D8_10000092,D9_CM2017159,D10_10000014,D11_10000073,D12_10000101,D13_10000104,D14_CM2017169,D15_CM2017153,D16_CM2017158,D17_CM2017162,D18_CM2017164,D19_10000072,D20_CM2017165,M1_10000053,M2_CM2017188,M3_10000008,M4_10000125,M5_10000017,M6_10000130,M7_CM2017160,M8_10000092,M9_CM2017159,M10_10000014,M11_10000073,M12_10000101,M13_10000104,M14_CM2017169,M15_CM2017153,M16_CM2017158,M17_CM2017162,M18_CM2017164,M19_10000072,M20_CM2017165,M1_10000053,M2_CM2017188,M3_10000008,M4_10000125,M5_10000017,M6_10000130,M7_CM2017160,M8_10000092,M9_CM2017159,M10_10000014,M11_10000073,M12_10000101,M13_10000104,M14_CM2017169,M15_CM2017153,M16_CM2017158,M17_CM2017162,M18_CM2017164,M19_10000072,M20_CM2017165,RO-BR-FL_79,RO-BR-FL_76,RO-BR-FL_77,RO-BR-FL_78,LocationLatitude,LocationLongitude,LocationAccuracy
ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,id1_dom_result,id2_dom_result,id3_dom_result,id4_dom_result,id5_dom_result,id6_dom_result,id7_dom_result,id8_dom_result,id9_dom_result,id10_dom_result,id11_dom_result,id12_dom_result,id13_dom_result,id14_dom_result,id15_dom_result,id16_dom_result,id17_dom_result,id18_dom_result,id19_dom_result,id20_dom_result,id1_muscd_result,id2_muscd_result,id3_muscd_result,id4_muscd_result,id5_muscd_result,id6_muscd_result,id7_muscd_result,id8_muscd_result,id9_muscd_result,id10_muscd_result,id11_muscd_result,id12_muscd_result,id13_muscd_result,id14_muscd_result,id15_muscd_result,id16_muscd_result,id17_muscd_result,id18_muscd_result,id19_muscd_result,id20_muscd_result,id1_musca_result,id2_musca_result,id3_musca_result,id4_musca_result,id5_musca_result,id6_musca_result,id7_musca_result,id8_musca_result,id9_musca_result,id10_musca_result,id11_musca_result,id12_musca_result,id13_musca_result,id14_musca_result,id15_musca_result,id16_musca_result,id17_musca_result,id18_musca_result,id19_musca_result,id20_musca_result,id,"Department of Psychology Faculty of Medicine, Health and Human Sciences MACQUARIE UNIVERSITY?? NS...",Age:,Gender,Are you sexually attracted to:-Are you sexually attracted to,Number of years lived in Australia,Ethnicity,Ethnicity,You will be presented with a series of male bodies. For each body you can move your mouse or drag...,Make the body as ATTRACTIVE as possible P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible.? P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible.? P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as physically DOMINANT as possible.? P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible.?? P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible. P ,Make the body as physically DOMINANT as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible.? P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible.? P ,Make the body as ATTRACTIVE as possible. P ,Make the body as ATTRACTIVE as possible. P ,Display Order: Block Randomizer FL_79,Display Order: Block Randomizer FL_76,Display Order: Block Randomizer FL_77,Display Order: Block Randomizer FL_78,LocationLatitude,LocationLongitude,LocationAccuracy
{'ImportId': 'responseId'},{'ImportId': 'responseSetId'},{'ImportId': 'ipAddress'},{'ImportId': 'startDate'},{'ImportId': 'endDate'},{'ImportId': 'panel-RecipientLastName'},{'ImportId': 'panel-RecipientFirstName'},{'ImportId': 'panel-RecipientEmail'},{'ImportId': 'panel-ExternalDataReference'},{'ImportId': 'finished'},{'ImportId': 'status'},{'ImportId': 'embeddedData-id1_dom_result'},{'ImportId': 'embeddedData-id2_dom_result'},{'ImportId': 'embeddedData-id3_dom_result'},{'ImportId': 'embeddedData-id4_dom_result'},{'ImportId': 'embeddedData-id5_dom_result'},{'ImportId': 'embeddedData-id6_dom_result'},{'ImportId': 'embeddedData-id7_dom_result'},{'ImportId': 'embeddedData-id8_dom_result'},{'ImportId': 'embeddedData-id9_dom_result'},{'ImportId': 'embeddedData-id10_dom_result'},{'ImportId': 'embeddedData-id11_dom_result'},{'ImportId': 'embeddedData-id12_dom_result'},{'ImportId': 'embeddedData-id13_dom_result'},{'ImportId': 'embeddedData-id14_dom_result'},{'ImportId': 'embeddedData-id15_dom_result'},{'ImportId': 'embeddedData-id16_dom_result'},{'ImportId': 'embeddedData-id17_dom_result'},{'ImportId': 'embeddedData-id18_dom_result'},{'ImportId': 'embeddedData-id19_dom_result'},{'ImportId': 'embeddedData-id20_dom_result'},{'ImportId': 'embeddedData-id1_muscd_result'},{'ImportId': 'embeddedData-id2_muscd_result'},{'ImportId': 'embeddedData-id3_muscd_result'},{'ImportId': 'embeddedData-id4_muscd_result'},{'ImportId': 'embeddedData-id5_muscd_result'},{'ImportId': 'embeddedData-id6_muscd_result'},{'ImportId': 'embeddedData-id7_muscd_result'},{'ImportId': 'embeddedData-id8_muscd_result'},{'ImportId': 'embeddedData-id9_muscd_result'},{'ImportId': 'embeddedData-id10_muscd_result'},{'ImportId': 'embeddedData-id11_muscd_result'},{'ImportId': 'embeddedData-id12_muscd_result'},{'ImportId': 'embeddedData-id13_muscd_result'},{'ImportId': 'embeddedData-id14_muscd_result'},{'ImportId': 'embeddedData-id15_muscd_result'},{'ImportId': 'embeddedData-id16_muscd_result'},{'ImportId': 'embeddedData-id17_muscd_result'},{'ImportId': 'embeddedData-id18_muscd_result'},{'ImportId': 'embeddedData-id19_muscd_result'},{'ImportId': 'embeddedData-id20_muscd_result'},{'ImportId': 'embeddedData-id1_musca_result'},{'ImportId': 'embeddedData-id2_musca_result'},{'ImportId': 'embeddedData-id3_musca_result'},{'ImportId': 'embeddedData-id4_musca_result'},{'ImportId': 'embeddedData-id5_musca_result'},{'ImportId': 'embeddedData-id6_musca_result'},{'ImportId': 'embeddedData-id7_musca_result'},{'ImportId': 'embeddedData-id8_musca_result'},{'ImportId': 'embeddedData-id9_musca_result'},{'ImportId': 'embeddedData-id10_musca_result'},{'ImportId': 'embeddedData-id11_musca_result'},{'ImportId': 'embeddedData-id12_musca_result'},{'ImportId': 'embeddedData-id13_musca_result'},{'ImportId': 'embeddedData-id14_musca_result'},{'ImportId': 'embeddedData-id15_musca_result'},{'ImportId': 'embeddedData-id16_musca_result'},{'ImportId': 'embeddedData-id17_musca_result'},{'ImportId': 'embeddedData-id18_musca_result'},{'ImportId': 'embeddedData-id19_musca_result'},{'ImportId': 'embeddedData-id20_musca_result'},{'ImportId': 'embeddedData-id'},{'ImportId': 'QID1'},{'ImportId': 'QID2'},{'ImportId': 'QID94'},{'ImportId': 'QID4-1'},{'ImportId': 'QID5'},{'ImportId': 'QID6'},{'ImportId': 'QID6-TEXT'},{'ImportId': 'QID88'},{'ImportId': 'QID7'},{'ImportId': 'QID91'},{'ImportId': 'QID18'},{'ImportId': 'QID19'},{'ImportId': 'QID20'},{'ImportId': 'QID21'},{'ImportId': 'QID22'},{'ImportId': 'QID23'},{'ImportId': 'QID24'},{'ImportId': 'QID25'},{'ImportId': 'QID26'},{'ImportId': 'QID27'},{'ImportId': 'QID28'},{'ImportId': 'QID29'},{'ImportId': 'QID30'},{'ImportId': 'QID31'},{'ImportId': 'QID32'},{'ImportId': 'QID33'},{'ImportId': 'QID34'},{'ImportId': 'QID35'},{'ImportId': 'QID92'},{'ImportId': 'QID37'},{'ImportId': 'QID38'},{'ImportId': 'QID39'},{'ImportId': 'QID40'},{'ImportId': 'QID41'},{'ImportId': 'QID42'},{'ImportId': 'QID43'},{'ImportId': 'QID44'},{'ImportId': 'QID45'},{'ImportId': 'QID46'},{'ImportId': 'QID47'},{'ImportId': 'QID48'},{'ImportId': 'QID49'},{'ImportId': 'QID50'},{'ImportId': 'QID51'},{'ImportId': 'QID52'},{'ImportId': 'QID53'},{'ImportId': 'QID54'},{'ImportId': 'QID55'},{'ImportId': 'QID67'},{'ImportId': 'QID68'},{'ImportId': 'QID69'},{'ImportId': 'QID70'},{'ImportId': 'QID71'},{'ImportId': 'QID72'},{'ImportId': 'QID73'},{'ImportId': 'QID74'},{'ImportId': 'QID75'},{'ImportId': 'QID76'},{'ImportId': 'QID77'},{'ImportId': 'QID78'},{'ImportId': 'QID79'},{'ImportId': 'QID80'},{'ImportId': 'QID81'},{'ImportId': 'QID82'},{'ImportId': 'QID83'},{'ImportId': 'QID84'},{'ImportId': 'QID85'},{'ImportId': 'QID86'},{'ImportId': 'RO-BR-FL_79'},{'ImportId': 'RO-BR-FL_76'},{'ImportId': 'RO-BR-FL_77'},{'ImportId': 'RO-BR-FL_78'},{'ImportId': 'Location-LocationLatitude'},{'ImportId': 'Location-LocationLongitude'},{'ImportId': 'Location-LocationAccuracy'}
R_ZgfFFAeMxKCX5yp,Default Response Set,,2021-05-11 10:19:58,2021-05-11 10:20:06,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.72520446777344,151.08010864257812,-1
R_2ASvpqdKcip9L4o,Default Response Set,,2021-05-11 10:20:11,2021-05-11 10:20:35,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.72520446777344,151.08010864257812,-1
R_10q4iVbjyV2wV2G,Default Response Set,203.40.36.158,2021-05-12 19:53:23,2021-05-12 20:08:26,,,,,1,0,12,12,12,12,12,12,12,12,12,12,12,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,11,6,3,11,11,7,12,11,12,6,1,9,8,2,12,12,8,12,10,57831,1,2,1,5,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FL_78|FL_77|FL_76,D7_A|D16_A|D1_A|D3_A|D13_A|D5_A|D6_A|D17_A|D20_A|D18_A|D15_A|D10_A|D19_A|D14_A|D4_A|D2_A|D11_A|D9_A|D8_A|D12_A,M4_D|M5_D|M8_D|M6_D|M7_D|M14_D|M10_D|M16_D|M13_D|M3_D|M15_D|M19_D|M1_D|M11_D|M17_D|M2_D|M9_D|M12_D|M18_D|M20_D,M18_A|M1_A|M14_A|M7_A|M19_A|M12_A|M3_A|M11_A|M8_A|M5_A|M4_A|M10_A|M2_A|M13_A|M15_A|M20_A|M16_A|M6_A|M17_A|M9_A,-33.83489990234375,151.23251342773438,-1
R_3MtitHf7S2yIDtC,Default Response Set,220.233.193.137,2021-05-12 20:18:39,2021-05-12 20:21:19,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57230,1,17,1,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.856292724609375,151.21218872070312,-1
R_r0yJFc664WfSIbn,Default Response Set,122.107.75.60,2021-05-12 20:49:37,2021-05-12 21:07:52,,,,,1,0,11,11,9,12,11,12,12,12,11,12,10,5,11,8,7,12,11,11,11,12,10,12,12,12,12,12,12,12,12,10,12,12,12,12,6,12,12,12,12,9,9,12,9,10,10,12,10,10,11,12,12,4,12,11,7,12,12,12,10,9,55612,1,2,1,40,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FL_77|FL_76|FL_78,D4_A|D6_A|D1_A|D20_A|D16_A|D7_A|D12_A|D5_A|D15_A|D17_A|D9_A|D19_A|D8_A|D11_A|D2_A|D10_A|D14_A|D3_A|D13_A|D18_A,M14_D|M4_D|M18_D|M13_D|M5_D|M20_D|M2_D|M9_D|M6_D|M3_D|M15_D|M19_D|M10_D|M8_D|M17_D|M11_D|M1_D|M7_D|M12_D|M16_D,M10_A|M18_A|M16_A|M12_A|M5_A|M13_A|M19_A|M9_A|M8_A|M6_A|M15_A|M2_A|M3_A|M14_A|M11_A|M4_A|M17_A|M20_A|M7_A|M1_A,-33.83299255371094,151.13229370117188,-1
R_pcU93mpquBGIbh7,Default Response Set,220.233.61.11,2021-05-12 22:17:39,2021-05-12 22:25:11,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,12,,,12,,,,,12,,,,,,,,,,,,,,,,12,,,,8,55523,1,1,1,0,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FL_78|FL_77|FL_76,D13_A|D8_A|D14_A|D1_A|D19_A|D16_A|D17_A|D15_A|D3_A|D6_A|D5_A|D10_A|D12_A|D7_A|D9_A|D4_A|D2_A|D11_A|D18_A|D20_A,M14_D|M18_D|M7_D|M20_D|M17_D|M9_D|M15_D|M12_D|M11_D|M5_D|M8_D|M10_D|M1_D|M3_D|M19_D|M4_D|M6_D|M16_D|M13_D|M2_D,M16_A|M20_A|M4_A|M13_A|M14_A|M11_A|M12_A|M10_A|M1_A|M3_A|M9_A|M19_A|M15_A|M6_A|M2_A|M5_A|M17_A|M7_A|M8_A|M18_A,-33.34260559082031,151.44070434570312,-1
R_3NV7Rl8I0Cme53o,Default Response Set,58.173.80.126,2021-05-12 22:07:01,2021-05-12 22:30:45,,,,,1,0,9,8,3,9,10,11,10,11,8,11,10,2,9,8,3,12,9,11,12,6,11,6,10,9,11,12,12,12,12,12,12,12,11,10,4,12,12,12,12,8,11,10,10,11,10,11,10,11,11,11,10,6,11,9,4,10,10,12,12,4,53966,1,1,1,0,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FL_76|FL_77|FL_78,D6_A|D10_A|D7_A|D18_A|D13_A|D3_A|D8_A|D14_A|D15_A|D11_A|D4_A|D16_A|D1_A|D20_A|D9_A|D2_A|D17_A|D19_A|D5_A|D12_A,M16_D|M18_D|M2_D|M12_D|M8_D|M11_D|M15_D|M9_D|M17_D|M19_D|M1_D|M6_D|M14_D|M20_D|M4_D|M13_D|M10_D|M3_D|M5_D|M7_D,M19_A|M13_A|M2_A|M18_A|M20_A|M9_A|M11_A|M6_A|M5_A|M8_A|M17_A|M14_A|M10_A|M12_A|M3_A|M4_A|M7_A|M15_A|M16_A|M1_A,-33.70100402832031,151.09640502929688,-1
R_3FUoQxOcKpEx3Cn,Default Response Set,120.147.209.43,2021-05-12 22:59:08,2021-05-12 23:11:43,,,,,1,0,12,2,3,7,3,4,3,10,0,11,5,2,2,10,3,7,6,4,10,9,12,12,12,12,12,12,7,12,12,10,12,12,12,12,12,12,12,12,12,12,3,12,6,7,3,5,8,10,4,3,0,5,5,5,6,7,9,8,11,7,53545,1,1,1,0,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FL_76|FL_77|FL_78,D17_A|D4_A|D13_A|D9_A|D8_A|D18_A|D19_A|D7_A|D20_A|D10_A|D5_A|D12_A|D15_A|D6_A|D3_A|D11_A|D2_A|D16_A|D14_A|D1_A,M9_D|M10_D|M11_D|M7_D|M18_D|M20_D|M2_D|M14_D|M1_D|M6_D|M13_D|M8_D|M4_D|M12_D|M3_D|M15_D|M19_D|M5_D|M16_D|M17_D,M18_A|M4_A|M12_A|M2_A|M17_A|M3_A|M1_A|M13_A|M8_A|M16_A|M6_A|M20_A|M9_A|M10_A|M5_A|M15_A|M11_A|M19_A|M7_A|M14_A,-33.856292724609375,151.21218872070312,-1
